,delito,categoria,calidad,competencia,año,mes,fecha,hora,alcaldia,colonia
38309,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,23:40:00,TLAHUAC,TEMPILULI
38310,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,23:19:00,XOCHIMILCO,SANTIAGO TULYEHUALCO (PBLO)
38328,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,00:30:00,TLALPAN,SAN ANDRES TOTOLTEPEC (PBLO)
38334,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,01:40:00,BENITO JUAREZ,ALAMOS II
38343,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,01:30:00,ALVARO OBREGON,OLIVAR DE LOS PADRES
38365,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,05:00:00,TLALPAN,TLALPAN CENTRO
38388,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,05:50:00,BENITO JUAREZ,NARVARTE IV
38390,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-12,08:30:00,AZCAPOTZALCO,CLAVERIA
38393,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,05:00:00,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 6 (U HAB)
38394,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,08:30:00,MIGUEL HIDALGO,TORRE BLANCA
38395,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-22,19:00:00,CUAUHTEMOC,ALGARIN
38399,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,21:40:00,TLAHUAC,SANTA CECILIA
38402,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-14,14:00:00,CUAUHTEMOC,CENTRO VIII
38404,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,04:00:00,IZTAPALAPA,SAN JOSE (BARR)
38410,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,09:55:00,GUSTAVO A. MADERO,MARTIN CARRERA II
38411,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,09:00:00,TLALPAN,FUENTES DEL PEDREGAL
38415,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,10:05:00,GUSTAVO A. MADERO,SAN MIGUEL-LA ESCALERA (BARR)
38421,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,19:30:00,AZCAPOTZALCO,SAN PEDRO XALPA (AMPL) I
38432,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,10:00:00,ALVARO OBREGON,OLIVAR DEL CONDE 2DA SECCION II
38433,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,15:50:00,IZTAPALAPA,JOSE MA MORELOS Y PAVON (U HAB)
38438,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,07:30:00,CUAUHTEMOC,ASTURIAS
38441,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-11,12:30:00,MIGUEL HIDALGO,ANZURES
38451,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,10:47:00,CUAUHTEMOC,CENTRO IV
38452,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-14,08:00:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
38476,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-16,08:00:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
38487,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,12:50:00,GUSTAVO A. MADERO,CTM EL RISCO (U HAB)
38496,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,13:18:00,CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS I
38499,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-10,15:30:00,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA
38506,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-28,11:11:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
38510,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-26,12:00:00,TLAHUAC,SAN FRANCISCO TLALTENCO (PBLO)
38515,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,13:45:00,GUSTAVO A. MADERO,GUADALUPE TEPEYAC
38523,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,16:55:00,ALVARO OBREGON,JARDINES DEL PEDREGAL
38549,ROBO A OFICINA PÚBLICA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,08:30:00,IZTAPALAPA,EL SANTUARIO
38563,ROBO A REPARTIDOR SIN VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,13:30:00,IZTACALCO,PANTITLAN V
38564,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-01,11:45:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
38565,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,15:05:00,IZTACALCO,GRANJAS MEXICO II
38596,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,16:10:00,CUAUHTEMOC,BUENAVISTA I
38598,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,15:46:00,IZTAPALAPA,SAN JOSE (BARR)
38599,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,16:20:00,IZTACALCO,GRANJAS MEXICO II
38602,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,16:20:00,COYOACAN,VIEJO EJIDO SANTA URSULA COAPA
38622,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-10,10:00:00,CUAUHTEMOC,OBRERA I
38641,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,17:16:00,AZCAPOTZALCO,NEXTENGO (BARR)
38642,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-22,20:00:00,TLALPAN,JARDINES DEL AJUSCO
38653,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,17:50:00,BENITO JUAREZ,PIEDAD NARVARTE
38659,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,17:40:00,ALVARO OBREGON,LOMAS DE SANTA FE II
38669,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,18:50:00,COYOACAN,CHIMALISTAC
38670,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,18:20:00,VENUSTIANO CARRANZA,PEON DE LOS BAOS
38671,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,18:50:00,COYOACAN,CHIMALISTAC
38679,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-17,21:30:00,IZTACALCO,FRACCIONAMIENTO COYUYA
38702,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,19:35:00,ALVARO OBREGON,JARDINES DEL PEDREGAL
38709,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,20:05:00,CUAUHTEMOC,JUAREZ
38721,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,20:15:00,GUSTAVO A. MADERO,GUADALUPE TEPEYAC
38724,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-21,20:56:00,VENUSTIANO CARRANZA,PEON DE LOS BAOS
38727,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,19:30:00,ALVARO OBREGON,LOMAS DE SANTA FE II
38732,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,20:30:00,IZTACALCO,GRANJAS MEXICO II
38740,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,13:55:00,VENUSTIANO CARRANZA,VALLE GOMEZ
38742,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,21:05:00,TLALPAN,VERGEL DE COYOACAN-VERGEL DEL SUR
38753,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,21:23:00,TLAHUAC,SAN FRANCISCO TLALTENCO (PBLO)
38764,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,09:30:00,VENUSTIANO CARRANZA,NICOLAS BRAVO
38770,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,22:08:00,IZTACALCO,GRANJAS MEXICO I
38777,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,22:25:00,TLAHUAC,SANTIAGO TULYEHUALCO (PBLO)
38812,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,03:30:00,CUAUHTEMOC,CENTRO VIII
38856,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-27,03:25:00,VENUSTIANO CARRANZA,AERONAUTICA MILITAR
38858,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Abril,2022-04-11,01:54:00,IZTACALCO,GRANJAS MEXICO II
38859,DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-27,04:50:00,VENUSTIANO CARRANZA,EMILIO CARRANZA
38860,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,05:00:00,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION I
38865,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-20,11:30:00,GUSTAVO A. MADERO,SAN FELIPE DE JESUS II
38869,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-27,08:00:00,IZTAPALAPA,SAN JOSE (BARR)
38884,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-13,15:26:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
38886,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-06,12:00:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
38888,ROBO A OFICINA PÚBLICA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,08:30:00,TLAHUAC,QUIAHUATLA
38896,ROBO DE OBJETOS A ESCUELA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,20:30:00,TLALPAN,AMPLIACION MIGUEL HIDALGO 3A SECC
38899,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,09:45:00,ALVARO OBREGON,LOMAS DE CHAMONTOYA
38900,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-09,10:00:00,XOCHIMILCO,LA CEBADA
38903,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-27,09:27:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
38905,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-27,12:00:00,GUSTAVO A. MADERO,LA PURISIMA TICOMAN (BARR)
38920,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,12:20:00,VENUSTIANO CARRANZA,MORELOS II
38933,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-23,08:00:00,ALVARO OBREGON,BELEN DE LAS FLORES (U HAB)
38940,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-07,18:00:00,BENITO JUAREZ,DEL VALLE V
38954,ROBO DE OBJETOS A ESCUELA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,01:00:00,IZTAPALAPA,ERMITA ZARAGOZA (U HAB) II
38967,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-24,12:00:00,CUAUHTEMOC,CENTRO IV
38975,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,11:15:00,BENITO JUAREZ,ACTIPAN
38983,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-30,12:00:00,AZCAPOTZALCO,INDUSTRIAL VALLEJO (U HAB)
38988,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,11:34:00,BENITO JUAREZ,SAN PEDRO DE LOS  PINOS
39009,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,10:30:00,VENUSTIANO CARRANZA,24 DE ABRIL
39015,ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,09:39:00,MIGUEL HIDALGO,ANZURES
39017,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,21:45:00,TLALPAN,COAPA 2A SECCION-RAMOS MILLAN
39020,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,11:00:00,TLALPAN,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB)
39027,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-15,04:00:00,CUAUHTEMOC,BUENAVISTA II
39046,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-23,17:00:00,TLAHUAC,MIGUEL HIDALGO OTE
39060,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,06:30:00,CUAUHTEMOC,CENTRO VI
39064,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-02,09:00:00,COYOACAN,OXTOPULCO UNIVERSIDAD
39076,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-09,10:00:00,MIGUEL HIDALGO,VERONICA ANZURES
39078,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-27,12:30:00,BENITO JUAREZ,STA CRUZ ATOYAC
39079,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-03,12:00:00,BENITO JUAREZ,DEL VALLE II
39084,"ROBO EN EVENTOS MASIVOS (DEPORTIVOS, CULTURALES, RELIGIOSOS Y ARTISTICOS) S/V",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,22:15:00,IZTACALCO,GRANJAS MEXICO II
39085,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-12,12:31:00,CUAUHTEMOC,CUAUHTEMOC
39087,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-21,17:40:00,IZTAPALAPA,PRESIDENTES DE MEXICO
39091,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,12:00:00,ALVARO OBREGON,LOMAS DE SANTA FE II
39092,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,12:51:00,BENITO JUAREZ,MERCED GOMEZ
39101,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,13:30:00,IZTAPALAPA,XALPA III
39141,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,13:00:00,BENITO JUAREZ,SAN JOSE INSURGENTES
39144,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,10:00:00,COYOACAN,COUNTRY CLUB
39147,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,12:00:00,TLAHUAC,LA CONCHITA I
39153,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,14:15:00,CUAUHTEMOC,BUENAVISTA II
39156,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,14:30:00,GUSTAVO A. MADERO,CAPULTITLAN
39160,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,14:50:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
39161,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,14:40:00,CUAUHTEMOC,BUENAVISTA II
39168,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,19:30:00,IZTAPALAPA,SANTA BARBARA (BARR) I
39199,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-13,08:30:00,MIGUEL HIDALGO,VERONICA ANZURES
39200,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,14:48:00,ALVARO OBREGON,SAN BARTOLO AMEYALCO (PBLO)
39213,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,22:00:00,COYOACAN,CHIMALISTAC
39215,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-22,18:00:00,TLALPAN,ARENAL GUADALUPE TLALPAN
39232,ROBO A REPARTIDOR SIN VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-21,14:30:00,VENUSTIANO CARRANZA,REVOLUCION
39240,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-11,10:00:00,AZCAPOTZALCO,INDUSTRIAL VALLEJO (U HAB)
39244,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,16:20:00,COYOACAN,SAN FRANCISCO CULHUACAN (PBLO)
39265,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,16:40:00,TLALPAN,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA
39275,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,11:50:00,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA
39286,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,01:30:00,GUSTAVO A. MADERO,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL)
39288,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-09,14:00:00,BENITO JUAREZ,DEL VALLE I
