,delito,categoria,calidad,competencia,año,mes,fecha,hora,alcaldia,colonia
53689,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,20:19:00,CUAUHTEMOC,ROMA NORTE II
53694,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,19:00:00,COYOACAN,JARDINES DEL PEDREGAL
53701,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-14,17:10:00,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO)
53704,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-11,20:15:00,AZCAPOTZALCO,NUEVA SANTA MARIA
53714,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,21:10:00,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  II
53717,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-03,15:00:00,GUSTAVO A. MADERO,NUEVA VALLEJO
53732,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,10:29:00,ALVARO OBREGON,PILOTO (ADOLFO LOPEZ MATEOS) (AMPL)
53755,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,21:00:00,MILPA ALTA,SAN LORENZO TLACOYUCAN (PBLO)
53775,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,00:00:00,BENITO JUAREZ,DEL VALLE VI
53776,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,22:33:00,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 2A SECCION (U HAB) II
53777,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,22:28:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
53796,ROBO A REPARTIDOR SIN VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-08,14:42:00,AZCAPOTZALCO,EL JAGUEY-ESTACION PANTACO
53817,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-10,00:05:00,COYOACAN,LAS CAMPANAS
53823,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,18:10:00,ALVARO OBREGON,OCHO DE AGOSTO
53824,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,19:30:00,AZCAPOTZALCO,SAN  MIGUEL AMANTLA (PBLO)
53825,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,19:30:00,AZCAPOTZALCO,SAN  MIGUEL AMANTLA (PBLO)
53843,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,03:20:00,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II
53847,ABORTO,DELITO DE BAJO IMPACTO,CADAVER,FUERO COMUN,2023,Marzo,2023-03-17,15:00:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
53852,ROBO DE MERCANCIA A TRANSPORTISTA C/V,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,22:30:00,GUSTAVO A. MADERO,TRES ESTRELLAS
53870,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,05:38:00,IZTAPALAPA,JARDINES DE CHURUBUSCO
53871,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,06:10:00,IZTAPALAPA,SANTA MARIA TOMATLAN (PBLO)
53876,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-01,18:24:00,ALVARO OBREGON,OCHO DE AGOSTO
53877,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,08:15:00,ALVARO OBREGON,JARDINES DEL PEDREGAL
53891,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,07:30:00,IZTACALCO,SAN PEDRO IZTACALCO
53892,DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,22:15:00,VENUSTIANO CARRANZA,PEON DE LOS BAOS
53894,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,08:10:00,IZTAPALAPA,REFORMA POLITICA II
53896,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-01,12:27:00,ALVARO OBREGON,OCHO DE AGOSTO
53918,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,10:15:00,COYOACAN,DEL CARMEN
53923,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-15,14:00:00,VENUSTIANO CARRANZA,MORELOS II
53928,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-28,11:41:00,CUAUHTEMOC,TRANSITO
53933,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,11:00:00,GUSTAVO A. MADERO,VALLEJO I
53941,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,10:45:00,BENITO JUAREZ,ALAMOS II
53942,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,10:45:00,LA MAGDALENA CONTRERAS,LA MAGDALENA ATLITIC (PBLO)
53955,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-17,10:00:00,IZTACALCO,GRANJAS MEXICO I
53962,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-16,10:00:00,IZTAPALAPA,SANTA MARTHA ACATITLA
53970,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,11:45:00,ALVARO OBREGON,CHIMALISTAC
53972,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-24,13:18:00,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO)
53999,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Marzo,2023-03-18,11:00:00,IZTACALCO,GABRIEL RAMOS MILLAN
54007,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Septiembre,2022-09-02,10:00:00,IZTAPALAPA,CITLALLI
54039,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,13:15:00,GUSTAVO A. MADERO,SOLIDARIDAD NACIONAL
54068,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,05:20:00,IZTACALCO,PANTITLAN IV
54071,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,11:00:00,ALVARO OBREGON,LOMAS DE SANTA FE II
54077,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,14:18:00,VENUSTIANO CARRANZA,INDUSTRIAL PUERTO AEREO (FRACC)
54090,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,18:00:00,COYOACAN,DEL CARMEN
54092,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-14,19:00:00,VENUSTIANO CARRANZA,INDUSTRIAL PUERTO AEREO (FRACC)
54093,DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,15:05:00,MIGUEL HIDALGO,SANTO TOMAS
54098,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-16,20:15:00,CUAJIMALPA DE MORELOS,SAN LORENZO ACOPILCO (PBLO)
54109,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,07:50:00,BENITO JUAREZ,ACACIAS
54118,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,16:00:00,TLAHUAC,SAN JUAN IXTAYOPAN (PBLO)
54153,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-07,16:30:00,CUAUHTEMOC,NONOALCO-TLATELOLCO (U HAB) II
54157,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,17:00:00,BENITO JUAREZ,AMERICAS UNIDAS-DEL LAGO
54161,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,16:55:00,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION I
54163,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,17:23:00,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO)
54166,DELITOS AMBIENTALES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,09:00:00,IZTAPALAPA,EL SIFON
54167,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-20,10:03:00,CUAUHTEMOC,DOCTORES I
54187,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,19:45:00,ALVARO OBREGON,MOLINO DE ROSAS
54196,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,18:10:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
54198,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-16,20:30:00,AZCAPOTZALCO,TIERRA NUEVA
54215,ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,10:20:00,BENITO JUAREZ,PIEDAD NARVARTE
54242,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,18:50:00,CUAUHTEMOC,DOCTORES V
54247,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-16,16:30:00,IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) I
54266,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,19:32:00,COYOACAN,LOS CIPRESES
54271,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,18:00:00,ALVARO OBREGON,LA OTRA BANDA
54286,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,20:20:00,CUAUHTEMOC,JUAREZ
54293,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,20:00:00,IZTAPALAPA,JUAN ESCUTIA I
54299,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,20:36:00,CUAUHTEMOC,JUAREZ
54309,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,20:20:00,BENITO JUAREZ,ACTIPAN
54324,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,07:00:00,IZTAPALAPA,EL VERGEL
54325,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-14,12:56:00,MIGUEL HIDALGO,PERIODISTA
54329,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,19:42:00,MIGUEL HIDALGO,TORRE BLANCA
54334,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,10:30:00,GUSTAVO A. MADERO,LA PRADERA I (U HAB)
54364,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,22:18:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
54373,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Marzo,2022-03-03,11:15:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
54393,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Marzo,2023-03-19,00:20:00,BENITO JUAREZ,NARVARTE VI
54394,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,11:30:00,CUAUHTEMOC,JUAREZ
54398,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-15,13:13:00,CUAUHTEMOC,JUAREZ
54404,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,21:00:00,AZCAPOTZALCO,FRANCISCO VILLA (U HAB)
54405,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-01,20:40:00,CUAUHTEMOC,ROMA NORTE II
54452,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-30,12:00:00,MIGUEL HIDALGO,PENSIL NORTE
54457,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,08:30:00,COYOACAN,LOS CIPRESES
54465,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-21,04:43:00,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO)
54468,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,09:15:00,CUAUHTEMOC,GUERRERO III
54478,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-17,17:50:00,IZTAPALAPA,CULHUACAN (PBLO)
54486,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-17,21:15:00,MIGUEL HIDALGO,LOMAS DE SOTELO
54488,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-04,10:00:00,CUAUHTEMOC,TRANSITO
54503,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-16,21:50:00,TLALPAN,MIGUEL HIDALGO
54506,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-21,09:14:00,TLAHUAC,LA DRAGA
54521,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-15,12:00:00,TLAHUAC,DEL MAR SUR
54527,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Junio,2022-06-29,12:00:00,CUAUHTEMOC,ROMA NORTE II
54536,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,11:40:00,GUSTAVO A. MADERO,LINDAVISTA I
54537,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,19:00:00,AZCAPOTZALCO,NEXTENGO (BARR)
54553,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-12,11:15:00,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS
54557,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,12:18:00,CUAUHTEMOC,ROMA NORTE III
54559,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-13,15:55:00,CUAUHTEMOC,CENTRO IV
54570,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,11:54:00,BENITO JUAREZ,PIEDAD NARVARTE
54595,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Marzo,2022-03-07,04:32:00,GUSTAVO A. MADERO,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL)
54606,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,18:00:00,CUAUHTEMOC,NONOALCO-TLATELOLCO (U HAB) II
54617,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,13:58:00,CUAUHTEMOC,BUENAVISTA I
54635,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,12:15:00,IZTAPALAPA,SANTA MARIA AZTAHUACAN (U HAB)
54645,USURPACIÓN DE IDENTIDAD,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-19,12:00:00,CUAUHTEMOC,ROMA NORTE I
54657,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,13:45:00,ALVARO OBREGON,MOLINO DE ROSAS
54666,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-01,08:54:00,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS
54688,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,15:50:00,GUSTAVO A. MADERO,ARAGON LA VILLA (ARAGON)
54701,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-16,13:50:00,IZTAPALAPA,SANTA MARIA AZTAHUACAN (U HAB)
54718,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,16:30:00,CUAUHTEMOC,BUENAVISTA II
54721,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Marzo,2022-03-10,12:00:00,IZTAPALAPA,STA ISABEL INDUSTRIAL
54728,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,17:09:00,COYOACAN,JARDINES DEL PEDREGAL
54739,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,17:55:00,TLALPAN,AMSA
54747,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Marzo,2022-03-19,08:00:00,IZTAPALAPA,GRANJAS SAN ANTONIO
54763,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Marzo,2023-03-16,12:55:00,MIGUEL HIDALGO,POPOTLA II
54765,ROBO DE ARMA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,09:00:00,MIGUEL HIDALGO,REFORMA PENSIL
54776,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,18:55:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
54777,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,18:25:00,MIGUEL HIDALGO,GRANADA
54790,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-18,14:30:00,ALVARO OBREGON,SAN ANGEL
54807,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,20:04:00,BENITO JUAREZ,STA CRUZ ATOYAC
54808,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,08:00:00,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II
54811,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Marzo,2023-03-19,20:50:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
54816,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-29,12:00:00,XOCHIMILCO,SANTA MARIA NATIVITAS (PBLO)
